,date,customer_id,order_id,product,quantity,price,revenue,category,cluster_km
26,2018-10-15 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68651,чехол для гладильной доски zalger 520135 140х50 см хлопок поролон для доски 135х45 см,1,314.0,314.0,Хозяйственные товары,5
27,2018-10-17 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68671,"светильник настольный 17 led ламп, светодиодный сенсорный, с диммером 26-0004/w черный, perfectolight",1,1199.0,1199.0,Хозяйственные товары,5
28,2018-10-19 00:07:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68685,"таз пластмассовый 40,0 л пищевой овальный (иж), 1404094",5,404.0,2020.0,Хозяйственные товары,5
29,2018-10-19 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68686,сумка-тележка 2-х колесная складная gimi flexi зеленая,1,1649.0,1649.0,Хозяйственные товары,5
30,2018-10-24 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68737,салфетка protec textil polyline 30х43 см аметист белая 6230,4,224.0,896.0,Товары для кухни,5
31,2018-10-24 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68739,щетка палубная 215х80х20 мм 6-рядная без черенка угловой держатель 58 1801088,1,82.0,82.0,Товары для сада,5
32,2018-10-29 00:07:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68787,сушилка для белья gimi extension,1,2999.0,2999.0,Товары для сада,5
33,2018-10-31 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68808,гладильная доска attribute хоми топ 124х40 см синяя abh010,1,2624.0,2624.0,Хозяйственные товары,5
34,2018-10-31 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68808,"чехол для гладильной доски metal 135х53 см, attribute, abm105",1,509.0,509.0,Хозяйственные товары,5
35,2018-11-01 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68819,тележка багажная delta тбр-20 коричневый с оранжевым грузоподъемность 25 кг сумка и 50 кг каркас россия,1,742.0,742.0,Хозяйственные товары,5
36,2018-11-07 01:05:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68905,"рыбочистка металлическая, 1216396",3,127.0,381.0,Другие товары,5
37,2018-11-07 01:07:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68907,сиденье для унитаза росспласт ажур белое рп-813,1,374.0,374.0,Хозяйственные товары,5
38,2018-11-09 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68925,"сушилка для белья потолочная лиана 2,4 м 1703011",1,734.0,734.0,Товары для сада,5
39,2018-11-09 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68927,сумка-тележка хозяйственная gimi ideal серая (tortora),1,1649.0,1649.0,Хозяйственные товары,5
40,2018-11-09 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68931,тележка багажная delta тбр-20 коричневый с оранжевым грузоподъемность 25 кг сумка и 50 кг каркас россия,1,742.0,742.0,Хозяйственные товары,5
41,2018-11-12 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68962,бальзамин новогвинейский d-13 см,2,134.0,268.0,Товары для сада,5
42,2018-11-12 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68968,"герань домашняя (пеларгония зональная) цветущая , d12, h25-30, красная, махровая",1,149.0,149.0,Товары для сада,5
43,2018-11-12 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68968,"герань домашняя (пеларгония зональная) цветущая d12, h25-30, белая, махровая",1,149.0,149.0,Товары для сада,5
44,2018-11-12 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68968,"герань домашняя (пеларгония зональная) цветущая d12, h25-30, коралловая, полумахровая",1,149.0,149.0,Товары для сада,5
45,2018-11-12 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68968,"герань домашняя (пеларгония зональная) цветущая d12, h25-30, малиново розовая, простая",1,149.0,149.0,Товары для сада,5
46,2018-11-12 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68968,"герань домашняя (пеларгония зональная) цветущая d12, h25-30, розовая, махровая",1,149.0,149.0,Товары для сада,5
47,2018-11-12 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,68968,фиалка микс d-9 см,2,164.0,328.0,Товары для сада,5
48,2018-11-16 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69023,чайник электрический пластиковый василиса t7-1100 белый с голубым 1100 вт 1 л,1,539.0,539.0,Товары для кухни,5
49,2018-11-20 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69060,салфетка protec textil lino 30х43 см шоколад 6222,12,202.0,2424.0,Товары для кухни,5
50,2018-11-20 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69062,корзина для белья infinity curver 59 л белая 04754-n23-00,1,1087.0,1087.0,Товары для сада,5
51,2018-11-20 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69062,пробка для ванны резиновая с цепочкой 1206157,1,74.0,74.0,Товары для ванной комнаты и туалета,5
52,2018-11-20 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69062,"сушилка мульти 10м (1002010520027), attribute, adm110",1,937.0,937.0,Хозяйственные товары,5
53,2018-11-20 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69062,чехол для гладильной доски zalger 520111 см металлизированный с поролоном для доски 120х42 см,1,434.0,434.0,Хозяйственные товары,5
54,2018-11-20 01:05:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69063,"таз пластмассовый 6,0 л пищевой квадратный ""тюльпан"" пц2950, 1404003",13,92.0,1196.0,Товары для сада,5
55,2018-11-23 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69092,сумка-тележка хозяйственная gimi market синяя,1,1874.0,1874.0,Хозяйственные товары,5
56,2018-11-23 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69093,гладильная доска ника lora fashion hlf 123х46 см,1,1912.0,1912.0,Хозяйственные товары,5
57,2018-11-28 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69134,гладильная доска ника sophy корица hsk 123х46 см,1,2249.0,2249.0,Хозяйственные товары,5
58,2018-11-28 01:06:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69141,"сушилка для белья потолочная лиана 1,5 м 1703004",1,524.0,524.0,Товары для сада,5
59,2018-11-29 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69144,подрукавник складной ника п,1,224.0,224.0,Другие товары,5
60,2018-11-29 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69145,сушилка для белья gimi dinamik 30,1,2699.0,2699.0,Товары для сада,5
61,2018-11-29 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69149,гладильная доска-стремянка dasch 95х33 см 848n,1,2399.0,2399.0,Хозяйственные товары,5
62,2018-11-30 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69159,кисточка силиконовая для выпечки мятная 21х4 см be-1440s webber,1,59.0,59.0,Товары для кухни,5
63,2018-11-30 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69159,кисточка силиконовая для выпечки персиковая 21х4 см be-1440s webber,1,59.0,59.0,Товары для кухни,5
64,2018-11-30 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69159,"коврик bacchetta magicstop 0,3x1,5 м бежевый для сушки посуды 2289",1,187.0,187.0,Товары для ванной комнаты и туалета,5
65,2018-11-30 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69159,скребок кондитерский webber be-0368 лавандовый,1,59.0,59.0,Товары для кухни,5
66,2018-11-30 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69159,средство для мытья полов decs bleach лимон 1000 мл россия 4660015923273,1,82.0,82.0,Другие товары,5
67,2018-12-03 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69180,штора для ванной комнаты bacchetta dama текстильная 180х200 см 3655,1,937.0,937.0,Товары для ванной комнаты и туалета,5
68,2018-12-04 01:02:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69202,сушилка для белья ника сб1 18 м,1,689.0,689.0,Товары для сада,5
69,2018-12-07 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69239,бальзамин новогвинейский d-13 см цвет фуксии,1,134.0,134.0,Товары для сада,5
70,2018-12-07 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69240,чехол для гладильной доски zalger 520132 114х37 см бязь для доски 110х32 см,1,127.0,127.0,Хозяйственные товары,5
71,2018-12-08 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69257,сушилка для белья потолочная лиана люкс 160 см ллп-160,3,449.0,1347.0,Товары для сада,5
72,2018-12-10 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69272,"штора для ванной комнаты пвх sfera 240х200 см серая, bacchetta, 4833",2,937.0,1874.0,Товары для ванной комнаты и туалета,5
73,2018-12-10 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69273,сумка-тележка 2-х колесная gimi argo синяя,1,1049.0,1049.0,Хозяйственные товары,5
74,2018-12-10 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69274,"миска пластмассовая круглая пластхозторг s-706, 0,8 л 1535005",6,44.0,264.0,Товары для кухни,5
75,2018-12-10 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69275,"чехол для гладильной доски metal 135х53 см, attribute, abm105",1,509.0,509.0,Хозяйственные товары,5
76,2018-12-10 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69278,одеяло silver line 195*215 100% микрофибра 100% микроволокно 17т-0034/2,1,1725.0,1725.0,Товары для гостиной и спальни,5
77,2018-12-10 01:05:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69290,"герань домашняя (пеларгония зональная) цветущая d12, h25-30, белая, полумахровая",1,149.0,149.0,Товары для сада,5
78,2018-12-11 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69296,сушилка для белья напольная colombo alpina 40mt st194/4cf,1,1649.0,1649.0,Товары для сада,5
79,2018-12-11 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69301,"лестница-стремянка примус оцинкованный металл 7 ступеней, 1,55 м , 1203048",1,1799.0,1799.0,Хозяйственные товары,5
80,2018-12-11 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69307,"штора со встроенными кольцами под штангу для ванны и душа жаккард, полиамидное покрытие, 180х200, бежевый, hsc/st05/beige",1,899.0,899.0,Товары для ванной комнаты и туалета,5
81,2018-12-12 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69320,"сумка-тележка хозяйственная andersen treppensteiger scala shopper, hera, черная 119-004-80",1,5662.0,5662.0,Хозяйственные товары,5
82,2018-12-12 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69321,"ёрш унитазный с деревянной ручкой , ваир 1712012",3,59.0,177.0,Хозяйственные товары,5
83,2018-12-12 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69325,коврик противоскользящий камешки с ракушками овальный 69х39 см голубой 5520,1,239.0,239.0,Товары для ванной комнаты и туалета,5
84,2018-12-13 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69336,сушилка для белья потолочно-настенная gimi lift 240 5031,1,2174.0,2174.0,Товары для сада,5
85,2018-12-13 01:05:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69342,"банка рондо элиз 1л, g8487, luminarc, китай",2,164.0,328.0,Товары для кухни,5
86,2018-12-14 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69354,"весы напольные механические дельта d-2017 130 кг, 1205224",1,749.0,749.0,Товары для сада,5
87,2018-12-14 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69362,сумка-тележка 2-х колесная gimi argo синяя,1,1049.0,1049.0,Хозяйственные товары,5
88,2018-12-14 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69364,ковер придверный ekspo 90х150 см коричневый рр120/1,2,1012.0,2024.0,Товары для ванной комнаты и туалета,5
89,2018-12-17 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69400,подголовник bacchetta 25х34 см quadrifoglio 4809,1,389.0,389.0,Другие товары,5
90,2018-12-17 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69401,сушилка для белья gimi modular 3 lux silver,1,1724.0,1724.0,Товары для сада,5
91,2018-12-17 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69405,сушилка для белья напольная ника сб9/а цвет аквамарин/белый,1,704.0,704.0,Товары для сада,5
92,2018-12-18 01:02:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69434,"многофункциональный инструмент 25 функций, plb025l 7'/pt00234",1,637.0,637.0,Другие товары,5
93,2018-12-18 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69440,новогоднее дерево ель сербская d-21 см h-60 см,1,1049.0,1049.0,Товары для сада,5
94,2018-12-19 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69455,коврик противоскользящий пузырьки 70х38 см бирюзовый 5526,2,224.0,448.0,Товары для ванной комнаты и туалета,5
95,2018-12-19 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69461,"петля рояльная оксид 545 мм, 1103066",2,44.0,88.0,Другие товары,5
96,2018-12-19 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69463,новогоднее дерево ель сербская d-27 см h-200 см,1,3524.0,3524.0,Товары для сада,5
97,2018-12-21 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69496,сумка-тележка 3-х колесная gimi tris черная,1,2699.0,2699.0,Хозяйственные товары,5
98,2018-12-21 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69503,сумка-тележка хозяйственная gimi easy go синяя,1,1649.0,1649.0,Хозяйственные товары,5
99,2018-12-24 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69545,"герань домашняя (пеларгония зональная) цветущая , d12, h25-30, красная, махровая",1,149.0,149.0,Товары для сада,5
100,2018-12-24 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69552,"чайник эмалированный metalloni со свистком и керамической ручкой французский шарм 2,5 л em-250x1/28",1,862.0,862.0,Хозяйственные товары,5
101,2018-12-24 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69561,"таз пластмассовый 30,0 л пищевой овальный (иж), 1404055",1,344.0,344.0,Хозяйственные товары,5
102,2018-12-24 01:02:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69566,"шнур резиновый для тележки 200 см белый, 1209004",4,104.0,416.0,Другие товары,5
103,2018-12-24 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69568,скиммия японская рубелла d-19 см h-40 см,1,1139.0,1139.0,Товары для сада,5
104,2018-12-26 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69612,"сумка-тележка хозяйственная welfull daisy, черная 100-002-80",1,1139.0,1139.0,Хозяйственные товары,5
105,2018-12-26 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69616,розмарин d-9 см,1,112.0,112.0,Товары для сада,5
106,2018-12-27 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69636,роза кордана белая d-10 см h-20,1,187.0,187.0,Товары для сада,5
107,2018-12-27 01:02:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69639,"герань домашняя (пеларгония зональная) цветущая , d12, h25-30, красная, махровая",2,149.0,298.0,Товары для сада,5
108,2018-12-28 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69652,"корыто оцинкованное 45 л бесшовное, 1303007",1,749.0,749.0,Хозяйственные товары,5
109,2018-12-29 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69680,пуансеттия d-12 см красная,1,134.0,134.0,Товары для сада,5
110,2019-01-25 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69968,сиденье для ванны пластмассовое м1552 1714003,1,517.0,517.0,Товары для ванной комнаты и туалета,5
111,2019-01-28 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69995,"штора для ванной spirella / спирелла tex rings, текстиль с гидрофобной пропиткой, серо-черный, 180*200 см, 1015184",1,2099.0,2099.0,Товары для ванной комнаты и туалета,5
112,2019-01-28 01:02:00,c971fb21-d54c-4134-938f-16b62ee86d3b,69996,чехол для гладильной доски colombo persia beige 130х50 см из хлопка 5379,1,674.0,674.0,Хозяйственные товары,5
113,2019-01-29 01:02:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70016,сушилка для белья потолочная лиана люкс 200 см ллп-200,1,487.0,487.0,Товары для сада,5
114,2019-01-30 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70020,сумка-тележка хозяйственная rolser imx001 negro convert rg черная,1,4957.0,4957.0,Хозяйственные товары,5
115,2019-01-31 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70043,"петля рояльная цинк 960 мм, 1103055",1,74.0,74.0,Другие товары,5
116,2019-02-01 01:02:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70053,"чехол для гладильной доски i love gimi m из полиэстера и хлопка 132*48 см, gimi",1,464.0,464.0,Хозяйственные товары,5
117,2019-02-01 01:06:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70060,"сумка-тележка хозяйственная andersen scala shopper plus, lini, синяя 133-108-90",1,5249.0,5249.0,Хозяйственные товары,5
118,2019-02-04 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70082,сушилка для белья gimi dinamik 30,1,2699.0,2699.0,Товары для сада,5
119,2019-02-04 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70090,скатерть meiwa fplus-plain sarasa az be прямоугольная152х228 см бежевая 5140 meiwa,1,974.0,974.0,Товары для гостиной и спальни,5
120,2019-02-04 01:05:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70093,муляж зеленое яблоко полиуретан d-6 см,1,22.0,22.0,Хозяйственные товары,5
121,2019-02-05 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70107,декоративная коробка stockholm xl classico 30*25*40 см d 04711-d41 curver 04711-d41,3,899.0,2697.0,Хозяйственные товары,5
122,2019-02-06 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70119,коврик придверный php srl 40х68 см format tour 21717 добро пожаловать 6008,1,899.0,899.0,Товары для ванной комнаты и туалета,5
123,2019-02-07 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70140,контейнер для мусора доминик curver 25 л серебристый 05322-877,10,748.0,7480.0,Хозяйственные товары,5
124,2019-02-08 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70167,гладильная доска dogrular сити 110х33 см 223712,1,1139.0,1139.0,Хозяйственные товары,5
125,2019-02-11 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70198,салатник luminarc кутюр 27 см h3529,1,277.0,277.0,Товары для сада,5
126,2019-02-11 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70199,"гладильная доска ника лина 2 106,5х29 см дл2",1,614.0,614.0,Хозяйственные товары,5
127,2019-02-11 01:02:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70206,сушилка для белья потолочная лиана люкс 300 см 300-ldn,1,787.0,787.0,Товары для сада,5
128,2019-02-11 01:02:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70207,циперус зумула d-12 см h-25 см,3,112.0,336.0,Товары для сада,5
129,2019-02-11 01:05:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70212,гладильная доска dogrular домина 125х42 см 223708,1,1574.0,1574.0,Хозяйственные товары,5
130,2019-02-13 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70236,пеларгония розебудная red pandora укорененный черенок,1,134.0,134.0,Товары для сада,5
131,2019-02-13 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70240,"сумка-тележка хозяйственная rolser jet joy фиолетовая, jet016 malva joy",1,3667.0,3667.0,Хозяйственные товары,5
132,2019-02-14 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70254,сумка-тележка 2-х колесная gimi argo фиолетовая,1,1087.0,1087.0,Хозяйственные товары,5
133,2019-02-18 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70314,сушилка для белья потолочно-настенная gimi lift 120,1,1124.0,1124.0,Товары для сада,5
134,2019-02-20 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70361,сумка-тележка 2-х колесная gimi galaxy голубая,1,2849.0,2849.0,Хозяйственные товары,5
135,2019-02-20 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70364,"гладильная доска белль-юниор1 34,5х112см дсп 1200006",1,899.0,899.0,Хозяйственные товары,5
136,2019-02-21 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70383,сушилка для белья настенная zalger prima 510-720 веревочная 7 линий 25 м,1,299.0,299.0,Товары для сада,5
137,2019-02-21 01:04:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70391,"чехол для гладильной доски универсальный 2, 1290 х 500, ч2, ника",5,164.0,820.0,Хозяйственные товары,5
138,2019-02-25 01:05:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70452,салфетка на стол 30x45 см из бамбука napa-221,13,146.0,1898.0,Товары для кухни,5
139,2019-02-26 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70461,сушилка для белья напольная ника сб2г 20 м бело-голубая,1,742.0,742.0,Товары для сада,5
140,2019-02-27 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70481,спатифиллум d-7 см,2,29.0,58.0,Товары для сада,5
141,2019-02-28 00:09:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70502,цветок искусственный ландыш 20 см пластик,10,35.0,350.0,Товары для сада,5
142,2019-02-28 01:01:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70504,пеларгония зональная мультиблум скарлет ай d-7 см h-10 см укорененный черенок,1,74.0,74.0,Товары для сада,5
143,2019-02-28 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70507,сушилка meliconi stendy junior,1,5594.0,5594.0,Хозяйственные товары,5
144,2019-03-01 00:08:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70523,подарочный набор на 8 марта пеларгония красная d-12 см в подарочной упаковке с открыткой,2,194.0,388.0,Товары для сада,5
145,2019-03-01 01:00:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70527,дендробиум фиолетовый россия 10 штук в упаковке,10,67.0,670.0,Товары для сада,5
146,2019-03-01 01:03:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70532,сушилка для белья потолочно-настенная gimi lift 100,1,1087.0,1087.0,Товары для сада,5
147,2019-03-04 01:05:00,c971fb21-d54c-4134-938f-16b62ee86d3b,70582,нефролепис бостон d-12 см,1,292.0,292.0,Другие товары,5
